"Дата";"Регион название";"БольныеНаНаселение"
06.07.2020;Кабардино-Балкарская Республика;0.10693314871511926
06.07.2020;Калининградская область;0.07889755426199763
06.07.2020;Калужская область;0.20269320426608436
06.07.2020;Камчатский край;0.3235095855446537
06.07.2020;Карачаево-Черкесская Республика;0.38101978012551563
06.07.2020;Кемеровская область (Кузбасс);0.04334679679788195
06.07.2020;Кировская область;0.032540450685798625
06.07.2020;Костромская область;0.09577489059056667
06.07.2020;Краснодарский край;0.01789723316933485
06.07.2020;Красноярский край;0.13654008429598322
06.07.2020;Курганская область;0.06798722502470535
06.07.2020;Курская область;0.16190024439392062
06.07.2020;Ленинградская область;0.034615261021908664
06.07.2020;Липецкая область;0.11523451739553099
06.07.2020;Магаданская область;0.28860729876060465
06.07.2020;Москва;0.49276102573484376
06.07.2020;Московская область;0.25368740717879806
06.07.2020;Мурманская область;0.3539972992847825
06.07.2020;Ненецкий автономный округ;0.3123589595394491
06.07.2020;Нижегородская область;0.18088381604348208
06.07.2020;Новгородская область;0.32902020383800373
06.07.2020;Новосибирская область;0.07644218610821679
06.07.2020;Омская область;0.09553541045351843
06.07.2020;Оренбургская область;0.05918792491209214
06.07.2020;Орловская область;0.18372200127362742
06.07.2020;Пензенская область;0.03692505083631164
06.07.2020;Пермский край;0.03639066076878729
06.07.2020;Приморский край;0.07607947841199995
06.07.2020;Псковская область;0.2265799666144653
06.07.2020;Республика Адыгея;0.12011474550294426
06.07.2020;Республика Алтай;0.22595042979060442
06.07.2020;Республика Башкортостан;0.05032512159121045
06.07.2020;Республика Бурятия;0.08728045844949567
06.07.2020;Республика Дагестан;0.04746075186055799
06.07.2020;Республика Ингушетия;0.13306790004744898
06.07.2020;Республика Калмыкия;0.29591921949944267
06.07.2020;Республика Карелия;0.13521862179819655
06.07.2020;Республика Коми;0.219007082944919
06.07.2020;Республика Крым;0.009248948781202792
06.07.2020;Республика Марий Эл;0.04564172792882235
06.07.2020;Республика Мордовия;0.13541205296809875
06.07.2020;Республика Саха (Якутия);0.08058889147313235
06.07.2020;Республика Северная Осетия — Алания;0.0700885827673285
06.07.2020;Республика Татарстан;0.02687088490281067
06.07.2020;Республика Тыва;1.0162278524404833
06.07.2020;Республика Хакасия;0.10248257118565371
06.07.2020;Ростовская область;0.06537891472964777
06.07.2020;Рязанская область;0.11431384053486751
06.07.2020;Самарская область;0.06908645818636507
06.07.2020;Санкт-Петербург;0.08338239213614194
06.07.2020;Саратовская область;0.13153216381052918
06.07.2020;Сахалинская область;0.14848742461603834
06.07.2020;Свердловская область;0.13172135277740124
06.07.2020;Севастополь;0.012431748067353901
06.07.2020;Смоленская область;0.21900745112886497
06.07.2020;Ставропольский край;0.07213059631870247
06.07.2020;Тамбовская область;0.1538798794282795
06.07.2020;Тверская область;0.05978561965018569
06.07.2020;Томская область;0.11222899962373939
06.07.2020;Тульская область;0.07548607988999313
06.07.2020;Тюменская область;0.09748887975764653
06.07.2020;Удмуртская Республика;0.02200861310047824
06.07.2020;Ульяновская область;0.21953110621812663
06.07.2020;Хабаровский край;0.18915663972285132
06.07.2020;Ханты-Мансийский автономный округ - Югра;0.3113714898203084
06.07.2020;Челябинская область;0.10659985836308096
06.07.2020;Чеченская Республика;0.03842381055440936
06.07.2020;Чувашская Республика;0.2030328091133035
06.07.2020;Чукотский автономный округ;0.010132122882386317
06.07.2020;Ямало-Ненецкий автономный округ;0.8275706935248256
06.07.2020;Ярославская область;0.08087100955463043
13.07.2020;Алтайский край;0.10141296101774044
13.07.2020;Амурская область;0.11714148300723853
13.07.2020;Архангельская область;0.21399685774487198
